id,userId,gameId,score,playedAt
score_000071,8,5637d9fd-4129-4a47-8805-9934e1ce51e9,695,2025-01-07
score_000072,8,beca2a62-908f-4d33-8b17-7f851b752303,850,2024-12-31
score_000073,8,a04e72a0-8b7d-4404-bb82-40b35a58c9c2,1014,2025-05-11
score_000074,8,59f885b2-d2bd-4ecf-8d02-fc2733ba556e,855,2025-04-28
score_000075,8,8a420235-7204-4f07-9797-f867cd7c1e9d,1123,2025-03-13
score_000076,9,39bc4638-8eee-4283-b5c1-001ccc81b691,751,2024-12-12
score_000077,9,b9207613-d9a5-4960-abb7-56b8e66c8348,1057,2024-12-21
score_000078,9,85e1d0de-0f76-489b-b17f-17949e8573e6,584,2025-02-19
score_000079,9,571d12a7-143e-4460-b7d0-8e2d0e9ce608,710,2025-02-05
score_000080,9,9ad2391a-c908-4cd6-822e-ae273b511cb3,958,2025-04-26
score_000081,9,cac409ad-9450-4bc7-975b-a8654dbf688d,1118,2025-04-23
score_000082,9,f7158f40-cdcd-4e6c-a7a5-af15cf862c6d,1274,2025-05-07
score_000083,9,444177ac-8b09-4416-863b-6d517c9f1de3,999,2025-05-07
score_000084,9,bab67e9d-b6b4-4e81-8dc3-6f1623c0ff1c,426,2025-03-21
score_000085,9,1da57219-6ece-402b-874c-9444a27142fc,435,2025-03-02
score_000086,9,91e5d84e-5d53-4ed0-9140-f7fcba7d21e5,643,2025-05-18
score_000087,10,45414b67-b24c-4ed3-8f5a-49840f460117,654,2025-04-03
score_000088,10,4078968f-2a66-4f4e-9a6f-b756d4bf8948,975,2025-05-12
score_000089,10,9b6249c3-02c6-443f-9709-28df0c2927ea,1094,2025-05-29
score_000090,10,83077556-b803-4f69-a17b-764e4ce5985c,688,2025-03-15
score_000091,10,09a02d8f-2766-4f82-bdd9-91074426de5c,832,2025-02-01
score_000092,10,fac070cf-fb6b-4c05-bbb8-da8b31eb4439,1136,2025-02-23
score_000093,10,9fb37c39-5ab2-4243-957b-204ae7a02ecb,1017,2025-05-26
score_000094,10,ce951b81-86e3-4895-9d9c-4a89fcebeed7,678,2025-01-30
score_000095,10,8393137a-0bef-4848-97a4-a69bed6b62d2,771,2025-02-07
score_000096,10,8273729f-a628-4ec8-ad1b-60d0629e6f93,935,2025-01-25
score_000097,10,c1353ab5-fe48-4d44-80e6-07b127b74211,1089,2025-03-27
score_000098,10,76af1403-8d66-4c54-be94-9e8051ad31c5,673,2025-04-05
score_000099,10,efec1464-bf96-48f2-ae4f-b5554e77cd57,848,2024-12-25
score_000100,11,1c41945b-3975-45c3-8594-7906f7d3c0e1,663,2025-05-19
score_000101,11,9509a0ec-7f56-43b8-9f39-463371d099a6,696,2025-05-25
score_000102,11,b9207613-d9a5-4960-abb7-56b8e66c8348,773,2025-02-13
score_000103,11,10c2dbe9-4073-4243-9138-4daf58b26f1d,708,2024-12-10
score_000104,11,137f4dc3-e46e-47f2-9ef1-0f211d6913e2,812,2025-04-12
score_000105,11,cb5bd985-5d29-45a0-8877-2ddd6c88bef5,821,2025-05-17
score_000106,11,92239ac6-e29b-4340-ad06-dd0e6b588ac3,511,2024-12-07
score_000107,11,24072b30-7061-4194-ad82-fba185328aad,637,2025-01-29
score_000108,11,caa02493-b6ce-44d0-b5aa-af466d82c7cf,1235,2025-03-27
score_000109,11,00563f38-a16a-46c6-b4ac-44bb0e52e4c8,897,2025-01-31
score_000110,11,d2547ce6-3460-4ccf-b666-00f980fc29c2,934,2025-04-18
score_000111,11,85e1d0de-0f76-489b-b17f-17949e8573e6,913,2025-03-12
score_000112,11,ba0be4fd-4c2b-42b3-8207-827879c38f8d,482,2025-04-03
score_000113,11,d7ec6abc-b0a0-406b-a976-82c4f9049988,715,2024-12-20
score_000114,12,97864a6b-0b8d-47bc-9338-1085bd25d59d,700,2024-12-06
score_000115,12,827ff0b9-cde4-44c7-bb0f-4d431cc820cd,432,2025-03-14
score_000116,12,9d5be7bf-bf00-444d-92d7-36b58c817939,1244,2025-01-22
score_000117,12,cde7cdec-7629-4b57-95cb-a0ba91b3f977,272,2025-04-27
score_000118,12,b601b1f4-4b62-4050-92f6-a626765f42ce,784,2025-01-12
score_000119,12,39a15b62-76d9-47cf-bfe8-d55c22218147,650,2025-04-16
score_000120,12,0990e36d-33f9-4c2d-bb4f-2695f68dd59b,809,2025-04-03
score_000121,12,e5c0aff7-4fd7-4043-822d-79121fb14b5f,855,2024-12-31
score_000122,12,11bc3129-05f7-4fab-81d0-4025229bea36,1016,2025-01-02
score_000123,12,fc4d073c-6a3c-454c-8e53-bfce1039a07a,733,2025-05-31
score_000124,12,d7f669ac-eca2-4996-be3a-00466d93503b,891,2024-12-07
score_000125,12,7069ab25-ea0e-4583-9284-e085463740c9,768,2025-05-19
score_000126,13,6339184b-6706-42b5-92b2-6fe33e6f2bde,535,2025-04-28
score_000127,13,8393137a-0bef-4848-97a4-a69bed6b62d2,640,2025-04-12
score_000128,13,9031f54f-501e-49ed-9c8e-0ec22f8626e5,865,2025-02-20
score_000129,13,35b945a7-871b-4788-af70-4bc191bfa770,745,2025-01-29
score_000130,13,8f1cdfad-7645-4e9e-9416-8620e96007fe,668,2025-05-26
score_000131,13,58f0f0e5-bb76-432a-a43e-01232f55e1c8,949,2024-12-24
score_000132,13,3eedce43-a1a2-4d9c-ac39-0cc1f7669301,406,2025-02-10
score_000133,14,0a90c012-7188-4af4-a466-5f6c2e379901,612,2025-01-19
score_000134,14,8ef73f61-0daa-4fa5-a524-519e834212d5,403,2025-01-06
score_000135,14,d666ae43-9539-40db-a33c-a0fc1ed7592c,699,2024-12-28
score_000136,14,bae3ebae-95fa-49f4-ace5-21d239d82a1e,852,2025-03-09
score_000137,14,fccdaa4f-819b-4bee-bbc0-503999e6ed29,789,2025-02-17
score_000138,14,26a199b9-04b2-4ec2-bfaa-7684af0b8826,721,2024-12-05
score_000139,14,12d219cd-4f77-4042-8339-45e1086e0ffd,1104,2025-01-29
score_000140,15,a670b40b-d590-473e-838b-9ecef2d61326,779,2025-02-22
score_000141,15,26a199b9-04b2-4ec2-bfaa-7684af0b8826,563,2025-03-20
score_000142,15,ccc5a119-44bd-4381-8e6e-8e8795cd4942,874,2025-03-03
score_000143,15,74e75a95-7460-4c23-a47a-9b75fae75f18,473,2025-03-09
score_000144,15,061e18fb-e635-42cb-b9d9-8678ec74508f,1255,2025-03-10
score_000145,15,0636a798-47e3-4f2e-b977-353b849f2045,814,2025-02-04
score_000146,15,c9bd4aec-9a0d-43ac-a051-74ca4891c2f6,873,2025-02-23
score_000147,15,7601b943-f351-4b5e-a11e-7cea3415ca52,668,2025-02-20
score_000148,16,0500654e-c6d8-4473-9c6f-32c676f1b4b7,610,2025-02-03
score_000149,16,052ac530-2290-4862-bcda-3634eaa8abeb,981,2025-01-22
score_000150,16,8a420235-7204-4f07-9797-f867cd7c1e9d,923,2025-03-30
score_000151,16,f1afe008-d174-4bde-997a-f5a21b9505a1,893,2025-01-28
score_000152,17,6aff01bf-48af-4c17-95a8-96c77e8d1e12,650,2025-01-06
score_000153,17,dde7429d-abf7-4a85-8b24-fff17a64a559,602,2025-05-09
score_000154,17,b67b85e9-c141-4b03-a197-cde66d90f799,1034,2025-03-19
score_000155,17,7a91f21e-1d22-4a62-a9f2-0d34f3d8b566,607,2025-04-16
score_000156,17,6715bb4d-6e07-47a0-adc5-30e275432b99,1196,2025-05-23
score_000157,17,9a9975ad-2d5e-4791-8b8e-86aa54fc87cb,1088,2025-03-22
score_000158,17,efe92d11-7aef-4d1b-905d-9aab2103b700,778,2024-12-24
score_000159,17,79c97243-a59f-4f13-8d34-4e460f782f56,638,2025-05-29
score_000160,17,956339a9-89f4-43bb-ac44-13bb4f78c840,447,2025-02-20
score_000161,17,0ef3f039-ba09-414b-8fb7-329deac3946c,591,2025-02-21
score_000162,17,23f6fe55-490d-4ce9-ba80-6d53af47ccc2,799,2025-02-18
score_000163,18,d1ef2f00-1a34-4386-be22-cbe5c08b6d2a,741,2025-03-31
score_000164,18,5b48ba49-81a5-431d-9a2e-ef10939492f8,908,2025-03-13
score_000165,18,db93ea43-8051-474b-b129-9faad7ee5c21,505,2025-01-13
score_000166,18,e0a1bef5-91b4-4f52-877e-21e1322ee834,613,2024-12-15
score_000167,18,36a704dc-9e3e-4ffd-ab6c-cec6122e024b,567,2025-01-18
score_000168,18,6e8bcb1f-4f77-4104-b3bb-bd29ab5c8095,907,2024-12-15
score_000169,18,c26c49f5-f7f8-4bf0-b65e-7080377964e4,1247,2025-01-08
score_000170,18,1370a497-907f-43d7-9d3c-e49b9139b6e3,509,2025-03-15
score_000171,18,b601b1f4-4b62-4050-92f6-a626765f42ce,626,2024-12-13
score_000172,19,98ed7c37-5b2e-42c9-9fdb-7c6d47c16b74,881,2025-04-01
score_000173,19,9bc6d6c0-ec0d-43f7-b7ea-2d8d1a00395f,1102,2025-03-20
score_000174,19,f878accc-97f2-4cca-8a8c-1aafdf625019,1270,2025-04-02
score_000175,19,f91edc50-20a3-4a7f-b117-4e173bde0f19,535,2024-12-10
score_000176,19,bf3ce8f4-6910-4c3a-99dd-ebde2d0f1c1c,1286,2025-05-28
score_000177,19,5355b69d-f000-458e-85e4-4770008b9274,736,2025-01-28
score_000178,19,99282ea0-c181-4f5f-92da-4401df7de12a,601,2025-04-10
score_000179,19,4ae90c2f-a001-4046-8c65-0bd13fad377d,230,2025-05-21
score_000180,19,27ba7c10-7d0a-4d78-8b43-526dc597e1ce,845,2025-01-26
score_000181,20,36b25d10-a94f-4e07-8c0e-66aa970af31d,751,2025-02-28
score_000182,20,7042ba12-1665-46ec-acfd-c464b50c5f00,1154,2025-02-20
score_000183,20,c849f870-5eeb-4648-8a20-14c4d70d6bf5,984,2025-02-09
score_000184,20,6ce2cafa-5d0a-4fef-b491-15234c731a9a,1294,2024-12-27
score_000185,20,f6750af6-3d1e-407d-b63b-c424aadac16c,593,2025-02-28
score_000186,21,a1fcc055-a230-484b-86c8-b6cb0232393c,518,2025-02-05
score_000187,21,0df0652b-4898-40c4-8373-f5a4de7e2629,626,2025-01-10
score_000188,21,1c77b1a8-7703-4c14-aa2c-de34affe7458,740,2025-03-20
score_000189,21,755ce25b-c2de-4b2a-9293-898f92972d01,688,2025-05-19
score_000190,21,be6782a7-fd57-45eb-8414-2c9e6d204b5f,623,2025-05-27
score_000191,21,18b8e77a-ddd4-43f6-a9c1-99d7d03e49b1,1010,2025-03-18
score_000192,21,09229d3e-e335-421b-a019-70338026f434,724,2025-02-26
score_000193,21,beca2a62-908f-4d33-8b17-7f851b752303,1036,2025-05-27
score_000194,21,af19115a-13ef-4a83-8232-485031aa7073,462,2025-01-11
score_000195,21,8c7ebf70-398c-479e-8bb0-63725af2bc80,809,2025-01-29
score_000196,21,d8d14fb7-41cb-4a31-b347-86229e9dacef,952,2025-03-11
score_000197,21,79c97243-a59f-4f13-8d34-4e460f782f56,1078,2025-05-14
score_000198,21,922e1ab8-6c15-4dcd-9e0f-5c88181ed2bf,1100,2024-12-08
score_000199,22,f53ce208-7d52-4bf6-b130-385368e7dd42,826,2025-04-19
score_000200,22,3d0fa1f4-bbc1-456c-9db2-08a946df9a5d,786,2025-03-22
score_000201,22,c2ad8ea0-c30c-4d37-aec0-08c168fbce86,870,2025-04-29
score_000202,22,a3469626-0679-42f8-8a86-5e270aa8aedb,975,2025-03-10
score_000203,22,4b470b9e-8df5-4f74-8f93-e2c2a67c5223,985,2025-04-07
score_000204,22,1d5c2855-bd3a-45a0-93c6-956e0c059b00,855,2025-03-21
score_000205,22,b14e65a5-a23e-4132-aac1-3db6ad8aa85a,613,2025-03-01
score_000206,22,86365c48-288e-400d-8e27-d830eda651e0,831,2025-01-06
score_000207,22,0130ddba-ec38-4099-a576-b942d3418e89,414,2025-02-08
score_000208,22,ab1ed913-eab9-43e4-a9aa-ee51e7e10c0b,977,2025-02-16
score_000209,22,b85cc8bb-cd36-48d9-b03c-201c64e02d80,966,2025-02-12
score_000210,22,60318626-4525-47a4-a6e7-e77637f7b34f,1002,2025-05-05
score_000211,23,60152afc-6c37-4f9a-afa8-20aeb861b4e8,965,2025-05-22
score_000212,23,d3d002e6-8c11-48c8-a522-2f6a3f4acd26,995,2025-01-05
score_000213,23,eae7bdb9-f167-4e75-9855-19ec6658a6db,701,2025-05-17
score_000214,24,755ce25b-c2de-4b2a-9293-898f92972d01,1033,2024-12-29
score_000215,24,cc962701-a307-4f4b-8617-41a3927c5c9a,814,2025-02-15
score_000216,24,ac0f4d8c-7348-4867-961c-8e602775c8d2,991,2025-05-03
score_000217,24,a8d7a50e-6da6-454a-b4bb-db0a2a35f618,1147,2025-04-04
score_000218,24,94ec641a-1446-42cc-9458-fcf82ad45026,595,2025-03-18
score_000219,24,d7f669ac-eca2-4996-be3a-00466d93503b,748,2025-04-19
score_000220,24,f6750af6-3d1e-407d-b63b-c424aadac16c,646,2025-04-11
score_000221,25,f6fea26d-da06-48ef-b5e2-33a69bb097f4,555,2025-05-25
score_000222,25,6700eff9-e6c3-4b0b-8960-f4c2e0e81799,797,2025-05-13
score_000223,25,8fc9c16b-8038-4798-a2ac-4061e74075cc,409,2025-04-13
score_000224,25,6e3d0642-a22d-4756-b275-b1682fb2ec1e,765,2025-02-15
score_000225,25,8b87c13d-74d5-43ce-888e-56da6663c5a9,1141,2025-03-04
score_000226,26,6b236fde-718f-4283-af7a-a823051bd635,987,2025-01-06
score_000227,26,9080fc2d-dae5-433d-96a5-de5dae014e40,933,2025-01-10
score_000228,26,c6c1c0f2-27f6-41da-b8dc-5c198855a2fc,660,2025-05-11
score_000229,26,f6352723-6243-4418-b8ae-b2ecacf0b2da,799,2025-05-24
score_000230,26,536ccb2d-f5b7-483b-88a4-eff767916911,485,2025-04-25
score_000231,26,2c6f64d4-8460-4d9a-a07f-32903c77f4cf,854,2025-03-26
score_000232,26,aac6bcd5-829e-449a-a752-f9237102f8d2,936,2025-03-18
score_000233,26,ac0f4d8c-7348-4867-961c-8e602775c8d2,635,2025-02-14
score_000234,26,4593fd99-3bc6-4aa6-aec1-2a47aeb91e12,694,2025-05-22
score_000235,26,a1a236a6-3f0e-41e9-9924-8b3c3d805d2e,954,2025-01-01
score_000236,27,a1a236a6-3f0e-41e9-9924-8b3c3d805d2e,653,2025-01-02
score_000237,27,ace70873-e9d0-47a5-adeb-6fe1a15ec544,751,2025-03-01
score_000238,27,5b48ba49-81a5-431d-9a2e-ef10939492f8,738,2024-12-17
score_000239,27,af19115a-13ef-4a83-8232-485031aa7073,991,2025-01-03
score_000240,27,2c6f64d4-8460-4d9a-a07f-32903c77f4cf,716,2025-05-28
score_000241,27,27ba7c10-7d0a-4d78-8b43-526dc597e1ce,969,2025-05-01
score_000242,27,89e21b09-f56d-45ec-8ecb-cc4928b35dd3,1051,2025-02-08
score_000243,27,77d72e26-dede-4064-8794-364ceb251b55,806,2025-04-24
score_000244,28,e2fdf0c7-2db6-4dfd-bf94-5eff9a0082b7,930,2025-02-10
score_000245,28,2e6e0582-3dd7-4da7-b019-5d9a0f6e1e47,547,2025-01-24
score_000246,28,6715bb4d-6e07-47a0-adc5-30e275432b99,915,2024-12-05
score_000247,28,b5dfdbd2-8a0e-4b65-ad42-ba06f6d3b0de,1036,2025-03-31
score_000248,28,546af45c-4d3a-4615-96c6-0ac22f5db536,819,2024-12-05
score_000249,28,3549b8c4-2cad-47c1-8dba-98c4328fe610,897,2025-01-07
score_000250,29,3fe2933e-cd75-484f-8e14-77dab1cf6dea,956,2025-04-17
score_000251,29,bbcbacab-c2c2-476f-8e90-36defc1b234f,538,2024-12-09
score_000252,29,36933922-8747-42c4-803a-98d838c31e76,792,2025-05-14
score_000253,29,43e187a2-a95d-49ec-8cd3-413bef40a21c,760,2024-12-21
score_000254,29,024ccfb5-2963-44d5-822a-74ad7305dc55,775,2024-12-09
score_000255,29,fb19f287-e793-4f2e-a484-f894230cb4ba,859,2025-05-25
score_000256,29,4e0992a1-658a-40fa-8e23-c57d258ca97f,424,2025-01-14
score_000257,29,8a420235-7204-4f07-9797-f867cd7c1e9d,711,2024-12-09
score_000258,29,19916214-078d-4986-a1d3-df0c1d454f80,918,2025-01-24
score_000259,29,29b889d4-0e7f-42b6-ab28-6bbc4fbacc8b,778,2025-01-18
score_000260,30,86365c48-288e-400d-8e27-d830eda651e0,819,2025-01-27
score_000261,30,6d8dfef0-939a-46f4-8d43-9d7677ad1df2,804,2025-02-09
score_000262,30,a58b386d-13e9-4464-9b8c-90965f5cda84,540,2025-01-19
score_000263,30,4593fd99-3bc6-4aa6-aec1-2a47aeb91e12,662,2025-02-03
score_000264,30,dc876601-f887-42c2-9d51-f4123c1708f5,429,2025-03-17
score_000265,30,e670b681-5a45-400e-99e0-6d47d6b034f0,770,2025-03-28
score_000266,30,daaa35fa-375a-48ba-ba44-c67059612a0a,834,2025-01-24
score_000267,30,3ccf4e0c-bce5-4648-bbb5-b95f741255fe,838,2025-03-12
score_000268,30,60152afc-6c37-4f9a-afa8-20aeb861b4e8,658,2025-02-13
score_000269,30,80f92db1-5877-436f-a56b-2e15dc63adfa,643,2025-02-01
score_000270,31,2c7320f2-4769-4d48-a888-071c60df9da9,919,2025-03-10
score_000271,31,7354f1d4-9b9c-444a-9dfb-63922b5c77d0,833,2024-12-11
score_000272,31,6f03d772-c322-45a7-9d70-642c8cc6f3ed,411,2025-05-04
score_000273,31,7dcedf8c-a811-4f22-bac7-fb69227c2bd2,1069,2025-03-23
score_000274,31,6508b722-3fdf-4434-95ed-7ee3d9c0b7da,835,2024-12-19
score_000275,31,d8d14fb7-41cb-4a31-b347-86229e9dacef,566,2025-01-25
score_000276,31,eaa65c0a-3fa0-43ec-8c47-da8381b5c275,495,2025-04-12
score_000277,32,9a6724b0-59b8-44aa-958a-6f72798e410f,698,2025-04-28
score_000278,32,94ec641a-1446-42cc-9458-fcf82ad45026,738,2025-05-07
score_000279,32,c2279a7f-7411-430b-9485-43cad74453a7,953,2025-01-09
score_000280,32,8393137a-0bef-4848-97a4-a69bed6b62d2,697,2025-05-13
score_000281,32,a52a7eae-3cd0-4379-adbd-f457d4586629,1085,2025-01-30
score_000282,32,60318626-4525-47a4-a6e7-e77637f7b34f,670,2024-12-23
score_000283,32,0d73a301-f18a-4c48-9373-8c64d124362f,956,2024-12-21
score_000284,33,dff9a396-195f-4985-8017-55fbca8279fd,777,2025-05-22
score_000285,33,91b6ccc8-fc31-48c1-9ce4-486e26e66dd1,1151,2025-01-19
score_000286,33,7df27880-190f-4536-930a-1f3d9cd79333,756,2025-03-30
score_000287,34,5355b69d-f000-458e-85e4-4770008b9274,754,2025-01-11
score_000288,34,274f59ed-6dbc-48f0-aec5-a19eff683f1b,703,2025-02-14
score_000289,34,8d63e682-c3f8-41d3-b635-5ebccca19d5a,1077,2025-01-28
score_000290,34,a8d88ded-881b-4859-871f-5436ff552766,1181,2025-03-07
score_000291,34,483144f9-89b5-4c1d-a03e-2027840d598b,427,2025-03-07
score_000292,34,06d4942a-c16e-4495-95f6-37abd8982913,587,2025-02-04
score_000293,35,caa02493-b6ce-44d0-b5aa-af466d82c7cf,1013,2024-12-16
score_000294,35,bc4b1946-0d43-447c-8785-74857aba94dc,1047,2025-01-08
score_000295,35,a2682520-9385-4564-9373-9fbc5ad5bdb5,898,2024-12-27
score_000296,35,4cb52405-1f79-4a53-b489-be08b57c896c,888,2025-04-21
score_000297,36,d2e35a5c-18de-4e4c-9051-220f104734bb,1065,2025-02-22
score_000298,36,c352d22f-2dba-4d9f-ace8-fc2d9f76cd39,600,2025-05-09
score_000299,36,be22c694-483d-40fb-a043-f0740c04c16c,636,2025-05-27
score_000300,36,9f79e01f-1e43-4504-91b0-9d02916b0663,805,2025-01-21
score_000301,36,a775938d-7377-44c9-827a-1f504ffa2c37,682,2024-12-06
score_000302,37,cb0206b7-eff3-4ca6-8026-07b34aa0701e,978,2025-02-18
score_000303,37,530cca6c-96a8-4a2e-956f-d26760e210d1,725,2025-05-15
score_000304,37,c5aef2a2-68c3-44e8-9ae5-bd1731a6ea78,484,2025-01-03
score_000305,38,3657106c-0967-428c-9382-27e86c737ffb,903,2024-12-09
score_000306,38,bf58d10a-6373-42e8-aa22-4c49dbc635b0,759,2024-12-11
score_000307,38,0f63fca9-0d45-4658-8ce9-5ec1db4e5f0f,591,2024-12-23
score_000308,38,18eb266c-0399-4f42-9068-a78e35a8fe99,1276,2025-05-15
score_000309,39,a52a7eae-3cd0-4379-adbd-f457d4586629,403,2025-03-05
score_000310,39,88b6c729-4d73-44d1-947c-6388bf3bbc16,818,2025-02-19
score_000311,39,396313b4-d02e-4c7e-8481-5bd3c04e5812,722,2025-05-10
score_000312,39,f3a77f78-b867-4d80-aa24-35b381de446f,885,2024-12-11
score_000313,39,55509f46-3015-432c-bf65-e9daebe9129e,888,2024-12-24
score_000314,39,6f03d772-c322-45a7-9d70-642c8cc6f3ed,798,2025-01-05
score_000315,40,a10db526-4616-4ffa-aeef-0abbd7be7eeb,1191,2024-12-22
score_000316,40,ec754945-24e8-4779-95cf-b6d5f2fd60d5,946,2025-03-29
score_000317,40,c5aef2a2-68c3-44e8-9ae5-bd1731a6ea78,1068,2025-01-08
score_000318,40,32ab74db-5ad2-4ecd-85c3-d8af8c76ea00,819,2025-02-10
score_000319,40,f50d0a92-7ebf-47ef-91e3-247f3b28bfef,691,2025-02-02
score_000320,40,a3469626-0679-42f8-8a86-5e270aa8aedb,961,2025-04-26
score_000321,40,446d28cb-e8e5-42d0-8a43-fb2f0fe173e0,923,2025-04-21
score_000322,40,7682623c-bfb9-456c-b142-861703db5e20,871,2025-04-23
score_000323,40,052ac530-2290-4862-bcda-3634eaa8abeb,1020,2025-04-26
