id,userId,gameId,rating,ratedAt
note_000050,3,150f671b-d328-4e9b-8f90-e0792d8cedbe,3,2024-11-02
note_000051,3,a9d803ae-10a9-4c5c-a721-365e8e4c3263,3,2024-08-08
note_000052,3,67e03ace-90b7-4c30-a7a3-a3345e09cb93,2,2025-01-30
note_000053,3,3fbfb14e-ddf3-41ea-8995-358b9f57d60b,4,2025-02-20
note_000054,3,aa1d2028-f645-4b30-84a6-be07d1746c99,3,2025-03-18
note_000055,3,066c6970-9f9f-4dc7-b4b9-3178f3668000,3,2025-04-07
note_000056,3,e81fbbec-2572-4766-b461-e1f64aed4182,4,2025-03-22
note_000057,3,c2ad8ea0-c30c-4d37-aec0-08c168fbce86,3,2024-10-04
note_000058,3,61e104aa-a065-48e4-9935-4c9d0605ac35,3,2025-02-02
note_000059,3,58f0f0e5-bb76-432a-a43e-01232f55e1c8,4,2024-12-20
note_000060,4,8d961b2c-907b-481f-9d56-1124cd512f19,5,2024-10-01
note_000061,4,cb983a2b-3097-4692-8861-de8107245e10,3,2024-08-21
note_000062,4,bae799ff-72ed-44b6-9b46-a00ac7197997,3,2024-06-04
note_000063,4,6b236fde-718f-4283-af7a-a823051bd635,4,2025-05-28
note_000064,4,3fb70c37-2ff1-410e-8fad-caa707e9ed0a,4,2024-06-07
note_000065,4,b6d2dd35-56a8-42da-837a-3bb4b536b45e,4,2024-11-27
note_000066,4,e9874554-d9d9-4d3e-a7d1-b2c3dd18a4ea,5,2024-10-19
note_000067,4,005fb464-7815-4ab9-8845-4addad0619b5,3,2024-10-23
note_000068,4,9b322ba8-0682-47c7-9752-28da11bb261a,4,2024-10-17
note_000069,4,7682623c-bfb9-456c-b142-861703db5e20,3,2025-03-08
note_000070,4,1370a497-907f-43d7-9d3c-e49b9139b6e3,3,2025-01-10
note_000071,4,57a3ba37-6403-42d5-b592-da0b1f3219ad,4,2024-09-21
note_000072,4,962da647-e082-44c7-8455-763f6213beda,2,2024-08-05
note_000073,4,a2682520-9385-4564-9373-9fbc5ad5bdb5,4,2024-09-22
note_000074,4,9ef2bfb1-37f2-430a-8bec-438e70a209ee,5,2025-05-24
note_000075,4,6e69cb63-1f6b-48b9-86c9-549e7e873d7d,5,2024-11-15
note_000076,4,c9e2b65e-e421-41b6-97d8-676f0306f38b,3,2024-08-25
note_000077,4,6e3d0642-a22d-4756-b275-b1682fb2ec1e,4,2024-12-07
note_000078,4,af5774d4-826e-4ea9-a50b-faed447702a4,3,2025-05-11
note_000079,4,816d3f70-169e-4d8c-baf0-32009de3c604,3,2025-04-15
note_000080,4,a1b74c24-47cc-4436-b614-bbdf20c1ffd3,2,2024-08-11
note_000081,4,fa9cc194-5ea3-4565-803c-3fd3d869b03b,4,2024-07-28
note_000082,5,99b65dcb-1d90-4f6c-b8b2-36abcd5ce33b,5,2024-08-12
note_000083,5,3d0fa1f4-bbc1-456c-9db2-08a946df9a5d,3,2025-01-11
note_000084,5,82a537ad-5376-4e3c-886f-802b6a06e3d0,5,2025-01-26
note_000085,5,46879c48-7632-4c01-acd2-620408284afc,4,2024-09-06
note_000086,5,c49be475-df4c-4f34-8a9a-707737bde9e5,5,2025-04-04
note_000087,5,1fc0b757-840f-40cc-9ebe-5d0376389993,5,2025-04-10
note_000088,5,66b8bd8a-da94-4df3-ab95-e92d9fbb6ec7,3,2025-04-04
note_000089,5,3b18b916-1258-452d-80ce-29c26879911d,3,2024-09-11
note_000090,5,76c36c67-6998-4a9e-bf6d-2611665bd21a,4,2024-09-14
note_000091,5,d0ecf197-eb9c-4bdf-94ab-b86cfdf95b41,3,2025-05-29
note_000092,5,6b236fde-718f-4283-af7a-a823051bd635,5,2024-07-26
note_000093,5,4123c61e-e083-4dd9-8a85-1f8d9c812098,4,2025-05-29
note_000094,5,3ad879f5-c76c-46f5-8f41-436d2d4f7c36,3,2024-08-24
note_000095,5,2f054a85-6e71-44f8-a5e3-512bdc273819,4,2024-06-07
note_000096,5,c917e28e-83eb-4d07-8f53-0a6f93a2ee13,3,2024-06-10
note_000097,5,a3bae1bf-0f82-414f-abb1-03274e570cf6,4,2024-08-30
note_000098,5,23ef7e8b-acef-444b-bb45-32c29eb1369c,2,2025-05-27
note_000099,5,825ff96e-45f3-4212-98e1-f104082dda38,4,2024-07-29
note_000100,5,cfa76515-793f-4312-88a4-72284b7cad8f,3,2025-01-14
note_000101,5,bbe8c443-3233-4733-b16f-8d3169afb1b8,4,2024-08-16
note_000102,5,8ecc2566-f4e2-4ea5-82b7-4b56a121f520,3,2024-08-22
note_000103,5,b371f593-908f-49a4-8fb3-c2b601d84877,3,2024-09-06
note_000104,5,755ce25b-c2de-4b2a-9293-898f92972d01,5,2025-05-31
note_000105,6,34a043b9-42e1-482a-a541-7b2d11e6ce62,5,2025-03-31
note_000106,6,9031f54f-501e-49ed-9c8e-0ec22f8626e5,2,2024-08-12
note_000107,6,0c67f898-edbb-4693-b535-d1e8ad084dde,2,2024-06-02
note_000108,6,b576557a-1479-47bf-83db-bd4d461f04c8,5,2024-09-22
note_000109,6,d61357de-7ce4-47c3-b099-69b5dafc5dbf,4,2024-12-10
note_000110,6,8f3cccea-2e99-408a-b91e-1f17e8c230f2,2,2024-10-13
note_000111,6,f5dd55c1-d68c-46ca-95e2-2406655e8be4,3,2025-03-31
note_000112,6,aa2bbe26-1a23-454c-b62c-96c75d8a4ac1,4,2025-05-29
note_000113,6,978f53de-eb68-4657-bba0-c3ab56e2e868,4,2024-07-18
note_000114,6,0fd0df63-570d-4cad-b353-69e3cbacc6a3,2,2024-09-24
note_000115,6,2f1f48e8-5c31-4b1f-bdfa-be364aa6ea51,4,2024-07-23
note_000116,6,c9ffa89c-04d2-43f0-bbbd-458a14e89e2d,3,2025-01-18
note_000117,6,171a9c67-3567-4d0a-81ff-f2e4df8cd961,3,2024-07-15
note_000118,6,32066f37-76c7-486a-a32c-4163afaa5d37,5,2024-12-10
note_000119,6,4be95707-4a8b-4855-8eaa-dd988f0e243c,3,2025-01-12
note_000120,6,7d5f6c47-b009-481d-ab5b-d1b5b5581335,5,2025-01-31
note_000121,7,39fcfef0-b727-4d08-8537-6164750148c4,4,2024-08-29
note_000122,7,5580a545-f65d-4ad4-94f6-70c129b7ee37,4,2025-04-28
note_000123,7,cc18b17e-e0b8-4bfe-8a91-3e51dad22a9a,4,2024-10-19
note_000124,7,05974a33-8192-407b-b94f-7b56067cd6c4,3,2024-09-05
note_000125,7,a7ba024f-3880-4363-bba5-73ace740f716,3,2025-03-16
note_000126,7,e7d4dadd-7b4d-4fa2-a9ca-48c540822493,5,2024-09-11
note_000127,7,9e59b776-0115-42c0-9469-5f770251094a,4,2025-01-22
note_000128,7,6e3d0642-a22d-4756-b275-b1682fb2ec1e,4,2025-05-06
note_000129,8,7ec8355d-2bf6-4c66-9325-253caea38f26,3,2025-05-13
note_000130,8,beca2a62-908f-4d33-8b17-7f851b752303,3,2024-10-25
note_000131,8,8f06726f-1b73-4af9-a87c-68ba3302f301,3,2025-05-23
note_000132,8,aac6bcd5-829e-449a-a752-f9237102f8d2,3,2025-01-07
note_000133,8,e8ac2b58-b023-4210-856d-4e69fd992bce,4,2025-01-27
note_000134,8,3977bea3-1599-451c-ac5a-1125c449b73b,3,2024-07-10
note_000135,8,59f885b2-d2bd-4ecf-8d02-fc2733ba556e,4,2024-11-16
note_000136,8,3eb4e099-ec5b-4549-bd5c-78cf37419947,3,2024-12-01
note_000137,8,208acdfe-7d32-460f-af24-a3d748e0f3aa,5,2025-02-09
note_000138,8,bf9522f4-2679-467f-9ed9-b806c0c921d1,4,2025-03-06
note_000139,8,8a420235-7204-4f07-9797-f867cd7c1e9d,5,2025-01-30
note_000140,8,ea74ebc5-3d54-48dc-95b7-052e8685465b,4,2025-01-29
note_000141,8,c17d993f-a31a-486e-8482-b5aa1f2506d8,4,2025-05-25
note_000142,8,550c5636-1ff8-478e-a8d5-afb9158f6b45,3,2024-11-25
note_000143,8,5637d9fd-4129-4a47-8805-9934e1ce51e9,3,2025-04-01
note_000144,8,c242815b-e66d-41e0-9c0c-40f134bd1c11,2,2024-06-17
note_000145,8,1a8584e4-b972-47f5-8991-3bf6bc2b46d5,3,2024-07-23
note_000146,8,3208e7c6-4072-4ded-b5fe-fe35b68423fa,5,2024-07-29
note_000147,8,d8517f92-3368-4620-b18c-47965e77a88e,4,2024-09-07
note_000148,8,a04e72a0-8b7d-4404-bb82-40b35a58c9c2,5,2025-03-14
note_000149,8,62d84bbe-ebf8-4e92-9492-b0b3e5aa98ae,5,2024-09-09
note_000150,8,9e868a27-5dc4-4daa-856a-b3b1df63d9f2,4,2024-09-23
note_000151,8,0ef4d0ed-72bf-410a-8d2b-dbcb2470efea,3,2025-03-23
note_000152,8,421b75c2-7c4f-42ff-b1b0-377cc9693451,4,2024-07-04
note_000153,9,b9207613-d9a5-4960-abb7-56b8e66c8348,5,2025-05-17
note_000154,9,571d12a7-143e-4460-b7d0-8e2d0e9ce608,4,2024-12-17
note_000155,9,85e1d0de-0f76-489b-b17f-17949e8573e6,3,2024-07-16
note_000156,9,1da57219-6ece-402b-874c-9444a27142fc,3,2024-12-08
note_000157,9,444177ac-8b09-4416-863b-6d517c9f1de3,4,2025-02-10
note_000158,9,cac409ad-9450-4bc7-975b-a8654dbf688d,5,2024-08-21
note_000159,9,91e5d84e-5d53-4ed0-9140-f7fcba7d21e5,3,2024-11-01
note_000160,9,39bc4638-8eee-4283-b5c1-001ccc81b691,4,2025-05-16
note_000161,9,bab67e9d-b6b4-4e81-8dc3-6f1623c0ff1c,2,2024-08-30
note_000162,9,9ad2391a-c908-4cd6-822e-ae273b511cb3,4,2025-03-02
note_000163,9,f7158f40-cdcd-4e6c-a7a5-af15cf862c6d,5,2024-09-19
note_000164,10,fac070cf-fb6b-4c05-bbb8-da8b31eb4439,5,2024-07-05
note_000165,10,8393137a-0bef-4848-97a4-a69bed6b62d2,3,2025-01-26
note_000166,10,ce951b81-86e3-4895-9d9c-4a89fcebeed7,4,2025-04-14
note_000167,10,83077556-b803-4f69-a17b-764e4ce5985c,4,2024-06-17
note_000168,10,9fb37c39-5ab2-4243-957b-204ae7a02ecb,4,2025-03-03
note_000169,10,45414b67-b24c-4ed3-8f5a-49840f460117,3,2025-04-30
note_000170,10,09a02d8f-2766-4f82-bdd9-91074426de5c,3,2024-08-07
note_000171,10,8273729f-a628-4ec8-ad1b-60d0629e6f93,4,2024-10-29
note_000172,10,efec1464-bf96-48f2-ae4f-b5554e77cd57,5,2024-11-01
note_000173,10,4078968f-2a66-4f4e-9a6f-b756d4bf8948,4,2024-10-18
note_000174,10,76af1403-8d66-4c54-be94-9e8051ad31c5,4,2025-04-12
note_000175,10,c1353ab5-fe48-4d44-80e6-07b127b74211,4,2024-11-12
note_000176,10,9b6249c3-02c6-443f-9709-28df0c2927ea,4,2024-06-13
note_000177,11,d7ec6abc-b0a0-406b-a976-82c4f9049988,4,2024-12-04
note_000178,11,8bcae13f-865b-403f-888f-ff6f9d1fec1d,4,2025-05-13
note_000179,11,b9207613-d9a5-4960-abb7-56b8e66c8348,4,2024-06-22
note_000180,11,9509a0ec-7f56-43b8-9f39-463371d099a6,4,2024-06-12
note_000181,11,00563f38-a16a-46c6-b4ac-44bb0e52e4c8,3,2024-12-07
note_000182,11,92239ac6-e29b-4340-ad06-dd0e6b588ac3,3,2025-05-18
note_000183,11,dde7429d-abf7-4a85-8b24-fff17a64a559,4,2025-02-07
note_000184,11,137f4dc3-e46e-47f2-9ef1-0f211d6913e2,4,2025-02-03
note_000185,11,d5cdc5bb-ad0b-4404-9e6b-198087387c79,4,2024-07-14
note_000186,11,1c41945b-3975-45c3-8594-7906f7d3c0e1,4,2025-02-19
note_000187,11,4e0e57b4-cc69-4076-9dcf-fd2ab493659b,4,2025-01-05
note_000188,11,caa02493-b6ce-44d0-b5aa-af466d82c7cf,5,2024-08-03
note_000189,11,862ec221-1feb-4b39-b651-fc09afafe795,4,2024-12-29
note_000190,11,716a9c47-fe7a-400b-8286-21c4460a3f32,5,2025-02-01
note_000191,11,80f92db1-5877-436f-a56b-2e15dc63adfa,3,2025-01-11
note_000192,11,cb5bd985-5d29-45a0-8877-2ddd6c88bef5,5,2025-01-13
note_000193,11,4b470b9e-8df5-4f74-8f93-e2c2a67c5223,3,2024-07-19
note_000194,11,d2547ce6-3460-4ccf-b666-00f980fc29c2,4,2024-12-03
note_000195,11,24072b30-7061-4194-ad82-fba185328aad,4,2024-09-22
note_000196,11,f5551b70-d55e-4ff8-8cd7-add62613987f,5,2024-07-20
note_000197,11,b915d010-0612-43f7-bbc2-fce7e1e517fa,3,2024-08-08
note_000198,11,ba0be4fd-4c2b-42b3-8207-827879c38f8d,3,2024-09-27
note_000199,11,85e1d0de-0f76-489b-b17f-17949e8573e6,5,2025-01-03
note_000200,11,10c2dbe9-4073-4243-9138-4daf58b26f1d,3,2025-04-01
note_000201,12,11bc3129-05f7-4fab-81d0-4025229bea36,4,2024-10-17
note_000202,12,7af5b7d2-cea3-444a-b689-760a3c4bbfd9,5,2025-01-06
note_000203,12,39a15b62-76d9-47cf-bfe8-d55c22218147,3,2024-12-15
note_000204,12,9d5be7bf-bf00-444d-92d7-36b58c817939,5,2025-04-23
note_000205,12,e5c0aff7-4fd7-4043-822d-79121fb14b5f,5,2024-07-20
note_000206,12,46e5b5b8-f016-4aa8-b980-1ff7d5477b39,4,2025-05-30
note_000207,12,b245ec4b-e073-434e-9008-51d2de6b7da9,4,2024-12-02
note_000208,12,f5bc3c39-9906-4ef2-972e-c163498515be,3,2025-04-25
note_000209,12,fc4d073c-6a3c-454c-8e53-bfce1039a07a,3,2025-05-15
note_000210,12,827ff0b9-cde4-44c7-bb0f-4d431cc820cd,3,2024-12-17
note_000211,12,97864a6b-0b8d-47bc-9338-1085bd25d59d,4,2024-11-17
note_000212,12,99db59a9-6fcd-43c6-a532-28e3e01346b0,5,2024-06-16
note_000213,12,d7f669ac-eca2-4996-be3a-00466d93503b,3,2025-05-02
note_000214,12,cde7cdec-7629-4b57-95cb-a0ba91b3f977,2,2025-04-23
note_000215,12,7069ab25-ea0e-4583-9284-e085463740c9,4,2024-06-28
note_000216,12,b601b1f4-4b62-4050-92f6-a626765f42ce,4,2025-04-15
note_000217,12,2091466c-6e11-4b48-b803-f60ae066aee8,3,2025-03-04
note_000218,12,0990e36d-33f9-4c2d-bb4f-2695f68dd59b,4,2025-05-23
note_000219,13,58f0f0e5-bb76-432a-a43e-01232f55e1c8,5,2024-08-26
note_000220,13,35b945a7-871b-4788-af70-4bc191bfa770,3,2025-05-06
note_000221,13,d593ab80-f8c7-4dcf-8a4e-dd3d4d15c4a3,3,2024-12-15
note_000222,13,9031f54f-501e-49ed-9c8e-0ec22f8626e5,3,2024-12-06
note_000223,13,3eedce43-a1a2-4d9c-ac39-0cc1f7669301,3,2025-04-10
note_000224,13,8393137a-0bef-4848-97a4-a69bed6b62d2,4,2024-06-30
note_000225,13,6339184b-6706-42b5-92b2-6fe33e6f2bde,3,2024-07-15
note_000226,13,8f1cdfad-7645-4e9e-9416-8620e96007fe,2,2025-03-06
note_000227,13,5a807893-b9a1-4663-bb5f-6b44d89ce097,2,2025-03-11
note_000228,13,86dfe9d4-5afa-481f-8808-9918ac44c9c2,3,2025-05-04
note_000229,14,bae3ebae-95fa-49f4-ace5-21d239d82a1e,4,2025-05-15
note_000230,14,dde7429d-abf7-4a85-8b24-fff17a64a559,3,2024-09-03
note_000231,14,0a90c012-7188-4af4-a466-5f6c2e379901,4,2024-07-07
note_000232,14,8aa68c99-74eb-4570-abfe-ba4d6601d597,3,2024-09-30
note_000233,14,12d219cd-4f77-4042-8339-45e1086e0ffd,5,2024-07-17
note_000234,14,26a199b9-04b2-4ec2-bfaa-7684af0b8826,4,2024-12-13
note_000235,14,fccdaa4f-819b-4bee-bbc0-503999e6ed29,4,2024-11-01
note_000236,14,cc24c9c9-d1be-47d6-9b28-cbd20df7c75d,5,2025-04-09
note_000237,14,c6d6ee30-2737-493e-8d09-baf41cd30ece,3,2025-05-06
note_000238,14,8ef73f61-0daa-4fa5-a524-519e834212d5,3,2024-07-08
note_000239,14,4b2e2426-44b4-410b-a074-e699ecb62ccf,3,2024-10-22
note_000240,14,1e183b8e-2ef3-41c4-9ec5-2cdff647e1d4,3,2025-05-11
note_000241,14,bc9cd959-50d0-4f52-bcb1-fd7d21faba3c,4,2024-10-30
note_000242,14,9f79e01f-1e43-4504-91b0-9d02916b0663,4,2025-03-09
note_000243,14,108a6d36-cdef-408b-bc0e-0f01e01bbaeb,3,2025-05-01
note_000244,14,d666ae43-9539-40db-a33c-a0fc1ed7592c,3,2025-01-28
note_000245,15,6e3add87-be02-4b23-b0f3-10fac8d022c6,3,2025-03-10
note_000246,15,a670b40b-d590-473e-838b-9ecef2d61326,3,2024-09-24
note_000247,15,58ae009b-31d1-4719-9811-b768a212cc69,3,2024-11-15
note_000248,15,7dfd02e9-c9b7-468a-b4bf-adcd2e891b37,5,2025-04-03
note_000249,15,7601b943-f351-4b5e-a11e-7cea3415ca52,4,2025-04-12
note_000250,15,0636a798-47e3-4f2e-b977-353b849f2045,4,2024-07-19
note_000251,15,061e18fb-e635-42cb-b9d9-8678ec74508f,5,2024-06-25
note_000252,15,74e75a95-7460-4c23-a47a-9b75fae75f18,3,2024-11-05
note_000253,15,ccc5a119-44bd-4381-8e6e-8e8795cd4942,5,2024-10-09
note_000254,15,91835050-bab3-41dd-ab2d-c3f98e3dbf47,4,2024-10-12
note_000255,15,26a199b9-04b2-4ec2-bfaa-7684af0b8826,3,2024-07-05
note_000256,15,51c1154c-7892-44cf-a3dd-cf8d8a714f6a,5,2024-09-12
note_000257,15,c9bd4aec-9a0d-43ac-a051-74ca4891c2f6,4,2024-08-11
note_000258,16,f1afe008-d174-4bde-997a-f5a21b9505a1,4,2024-06-27
note_000259,16,bfb1cd93-8bf5-486f-bc1e-753c25749703,3,2024-07-02
note_000260,16,8a420235-7204-4f07-9797-f867cd7c1e9d,5,2024-10-16
note_000261,16,6813e18c-c857-43ae-818f-1608e6133d43,3,2024-11-06
note_000262,16,8273729f-a628-4ec8-ad1b-60d0629e6f93,3,2025-02-15
note_000263,16,052ac530-2290-4862-bcda-3634eaa8abeb,4,2024-08-13
note_000264,16,1c6bd972-a53b-469b-a254-ec402febf2e4,4,2025-01-31
note_000265,16,922e237c-d715-45a5-8d69-fe6562607ac8,5,2024-07-22
note_000266,16,eaa65c0a-3fa0-43ec-8c47-da8381b5c275,3,2024-10-04
note_000267,16,0500654e-c6d8-4473-9c6f-32c676f1b4b7,3,2025-04-11
note_000268,16,caa02493-b6ce-44d0-b5aa-af466d82c7cf,4,2025-04-27
note_000269,17,a9d803ae-10a9-4c5c-a721-365e8e4c3263,3,2024-12-06
note_000270,17,efe92d11-7aef-4d1b-905d-9aab2103b700,3,2024-08-03
note_000271,17,6aff01bf-48af-4c17-95a8-96c77e8d1e12,4,2024-07-07
note_000272,17,6679889b-cd5a-437d-a553-4ade02a4eda8,4,2024-10-01
note_000273,17,9a9975ad-2d5e-4791-8b8e-86aa54fc87cb,5,2024-11-11
note_000274,17,7a91f21e-1d22-4a62-a9f2-0d34f3d8b566,4,2024-12-11
note_000275,17,19916214-078d-4986-a1d3-df0c1d454f80,4,2025-03-10
note_000276,17,956339a9-89f4-43bb-ac44-13bb4f78c840,3,2025-04-06
note_000277,17,b67b85e9-c141-4b03-a197-cde66d90f799,4,2024-12-20
note_000278,17,fe18da75-251d-45e4-8b7a-5f3d16e0f31f,3,2024-10-19
note_000279,17,79c97243-a59f-4f13-8d34-4e460f782f56,3,2024-12-28
note_000280,17,280ca7fe-af84-4cd1-b429-622626b17c9a,3,2025-02-14
note_000281,17,9b322ba8-0682-47c7-9752-28da11bb261a,3,2025-02-11
note_000282,17,23f6fe55-490d-4ce9-ba80-6d53af47ccc2,4,2025-04-05
note_000283,17,363a2616-e655-43d7-9d3c-32b609b09f39,3,2024-07-03
note_000284,17,21b89e62-9458-4627-9b59-bb1346d5fdcf,5,2024-09-12
note_000285,17,dde7429d-abf7-4a85-8b24-fff17a64a559,3,2024-07-21
note_000286,17,0ef3f039-ba09-414b-8fb7-329deac3946c,3,2024-08-28
note_000287,17,6715bb4d-6e07-47a0-adc5-30e275432b99,5,2024-12-10
note_000288,18,b6d2dd35-56a8-42da-837a-3bb4b536b45e,4,2025-01-09
note_000289,18,6e8bcb1f-4f77-4104-b3bb-bd29ab5c8095,4,2025-01-11
note_000290,18,db93ea43-8051-474b-b129-9faad7ee5c21,3,2025-05-01
note_000291,18,c26c49f5-f7f8-4bf0-b65e-7080377964e4,5,2025-04-04
note_000292,18,99c20380-73fe-4e3f-a3db-2bb989d4dc3f,4,2025-03-17
note_000293,18,85056047-3c21-4ce5-bc09-98db7c7a44f6,3,2024-07-28
note_000294,18,5b48ba49-81a5-431d-9a2e-ef10939492f8,4,2024-09-25
note_000295,18,b601b1f4-4b62-4050-92f6-a626765f42ce,3,2024-08-28
note_000296,18,40f2b189-7bec-48ac-be6a-9e5894ae5661,4,2025-01-31
note_000297,18,566f9ec3-295c-4a2d-988d-c11275a83f93,3,2024-12-30
note_000298,18,e0a1bef5-91b4-4f52-877e-21e1322ee834,4,2025-01-19
note_000299,18,cb14ff81-2ba5-4c09-9bb1-fe77f8be1c8a,5,2025-04-05
note_000300,18,1370a497-907f-43d7-9d3c-e49b9139b6e3,3,2025-02-26
note_000301,18,d1ef2f00-1a34-4386-be22-cbe5c08b6d2a,4,2024-08-17
note_000302,18,c9e2b65e-e421-41b6-97d8-676f0306f38b,3,2024-07-14
note_000303,18,9d5be7bf-bf00-444d-92d7-36b58c817939,4,2024-10-23
note_000304,18,552a95f8-003c-4f0d-8c4a-f30fa185b7b9,5,2024-08-21
note_000305,18,0990e36d-33f9-4c2d-bb4f-2695f68dd59b,3,2025-01-21
note_000306,18,36a704dc-9e3e-4ffd-ab6c-cec6122e024b,3,2025-02-22
note_000307,19,9bc6d6c0-ec0d-43f7-b7ea-2d8d1a00395f,5,2024-08-09
note_000308,19,98ed7c37-5b2e-42c9-9fdb-7c6d47c16b74,4,2025-04-29
note_000309,19,99282ea0-c181-4f5f-92da-4401df7de12a,3,2025-04-20
note_000310,19,f878accc-97f2-4cca-8a8c-1aafdf625019,5,2024-06-21
note_000311,19,5355b69d-f000-458e-85e4-4770008b9274,4,2024-11-27
note_000312,19,f91edc50-20a3-4a7f-b117-4e173bde0f19,3,2024-10-27
note_000313,19,4ae90c2f-a001-4046-8c65-0bd13fad377d,2,2024-12-21
note_000314,19,bf3ce8f4-6910-4c3a-99dd-ebde2d0f1c1c,5,2024-11-29
note_000315,19,27ba7c10-7d0a-4d78-8b43-526dc597e1ce,4,2025-02-13
note_000316,20,755ce25b-c2de-4b2a-9293-898f92972d01,5,2024-10-12
note_000317,20,0f82fe30-45e0-457d-becc-d26b1ab5cf3c,5,2024-08-02
note_000318,20,f8304275-6674-4f77-ad0e-0944e3b53fd9,3,2025-02-04
note_000319,20,7042ba12-1665-46ec-acfd-c464b50c5f00,5,2024-07-30
note_000320,20,defb5884-a56e-4baa-abde-a086a304588a,4,2024-07-07
note_000321,20,14c3b527-c30b-43ff-b821-412b7ec7fa5e,4,2024-09-16
note_000322,20,d121b5b0-fe5b-430f-bd87-82b9e1a737b0,3,2024-06-04
note_000323,20,171a9c67-3567-4d0a-81ff-f2e4df8cd961,5,2024-11-01
note_000324,20,edadc174-a2d6-40e4-a437-497c87612fcb,4,2025-01-17
